=======================================================================
Expedition PCB - Pinnacle - Version EXP2005.1_060615.00 2005.1
=======================================================================

RELOAD CELLS

Job Directory:  C:\Mentor_proj\408\PCB\


Design Units:(mm)

Replace Cell Log:   repCellLog36.txt

Tue Nov 30 20:09:34 2021

Reference Designator            Cell Name                         New Cell Name
===============================================================================


---------------  RELOAD CELLS  Tue Nov 30 20:09:34 2021  ---------------




---------------    Tue Nov 30 20:09:34 2021  ---------------




---------------    Tue Nov 30 20:09:57 2021  ---------------




---------------    Tue Nov 30 20:09:58 2021  ---------------




---------------    Tue Nov 30 20:09:59 2021  ---------------




---------------    Tue Nov 30 20:10:01 2021  ---------------




---------------    Tue Nov 30 20:10:03 2021  ---------------




---------------    Tue Nov 30 20:10:04 2021  ---------------




---------------    Tue Nov 30 20:10:08 2021  ---------------




---------------    Tue Nov 30 20:33:05 2021  ---------------




---------------    Tue Nov 30 20:34:05 2021  ---------------




---------------  RELOAD CELLS  Wed Dec 01 12:59:22 2021  ---------------


C472                            CAPC1005X55N                      CAPC1005X55N                    
C763                            CAPC1005X55N                      CAPC1005X55N                    
C510                            CAPC1005X55N                      CAPC1005X55N                    
C204                            CAPC1005X55N                      CAPC1005X55N                    
C672                            CAPC1005X55N                      CAPC1005X55N                    
C245                            CAPC1005X55N                      CAPC1005X55N                    
C664                            CAPC1005X55N                      CAPC1005X55N                    
C241                            CAPC1005X55N                      CAPC1005X55N                    
C467                            CAPC1005X55N                      CAPC1005X55N                    
C249                            CAPC1005X55N                      CAPC1005X55N                    
C243                            CAPC1005X55N                      CAPC1005X55N                    
C248                            CAPC1005X55N                      CAPC1005X55N                    
C607                            CAPC1005X55N                      CAPC1005X55N                    
C242                            CAPC1005X55N                      CAPC1005X55N                    
C247                            CAPC1005X55N                      CAPC1005X55N                    
C244                            CAPC1005X55N                      CAPC1005X55N                    
C501                            CAPC1005X55N                      CAPC1005X55N                    
C209                            CAPC1005X55N                      CAPC1005X55N                    
C669                            CAPC1005X55N                      CAPC1005X55N                    
C246                            CAPC1005X55N                      CAPC1005X55N                    
C667                            CAPC1005X55N                      CAPC1005X55N                    
C508                            CAPC1005X55N                      CAPC1005X55N                    
C408                            CAPC1005X55N                      CAPC1005X55N                    
C264                            CAPC1005X55N                      CAPC1005X55N                    
C562                            CAPC1005X55N                      CAPC1005X55N                    
C263                            CAPC1005X55N                      CAPC1005X55N                    
C704                            CAPC1005X55N                      CAPC1005X55N                    
C670                            CAPC1005X55N                      CAPC1005X55N                    
C210                            CAPC1005X55N                      CAPC1005X55N                    
C272                            CAPC1005X55N                      CAPC1005X55N                    
C463                            CAPC1005X55N                      CAPC1005X55N                    
C267                            CAPC1005X55N                      CAPC1005X55N                    
C464                            CAPC1005X55N                      CAPC1005X55N                    
C265                            CAPC1005X55N                      CAPC1005X55N                    
C563                            CAPC1005X55N                      CAPC1005X55N                    
C469                            CAPC1005X55N                      CAPC1005X55N                    
C262                            CAPC1005X55N                      CAPC1005X55N                    
C409                            CAPC1005X55N                      CAPC1005X55N                    
C665                            CAPC1005X55N                      CAPC1005X55N                    
